name,address,address_line_2,city,province,postal_code,latitude,longitude,phone,email,fuel_brand,price_zone,available_fuel_types,fuel_prices_petrol_95,fuel_prices_petrol_93,fuel_prices_diesel_50ppm,fuel_prices_diesel_500ppm,other_offerings,contact_1_name,contact_1_surname,contact_1_email,contact_1_office_phone,contact_1_mobile_phone,contact_2_name,contact_2_surname,contact_2_email,contact_2_office_phone,contact_2_mobile_phone,vat_number,bank_name,account_holder,account_number,branch_code
"Astron","Astron",,"Unknown","Western Cape",,-34.2248223,19.4363658,,,Astron,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex Station","Address not available",,"Unknown","Western Cape",,-33.8927487,18.9591059,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Western Cape",,-34.1293929,18.8416235,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Western Cape",,-33.4974808,21.2649514,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Lekkerwater Road",,"Cape Town","Western Cape",7975,-34.132127,18.3829918,+27 21 785 1206,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Jaffers Fuel","Klipfontein Road",,"Unknown","Western Cape",,-33.9549172,18.4915855,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Western Cape",,-32.3949874,20.6648184,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Eastern Cape",,-33.4917453,22.5291249,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","1 Section Street",,"Cape Town","Western Cape",,-33.91089,18.4701229,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Langverwacht Road",,"Unknown","Western Cape",,-33.9342036,18.696251,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Broad Road",,"Unknown","Western Cape",,-34.0043512,18.4757841,,,Puma,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TOTAL","TOTAL",,"Unknown","Western Cape",,-32.9069394,18.0031536,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total Gas Station","Total Gas Station",,"Unknown","Western Cape",6830,-33.4161549,19.1984014,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","33 Main Road N2",,"Riviersonderend","Western Cape",7250,-34.1495001,19.9096087,+27 28 261 1741,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TopUp Station","Address not available",,"Unknown","Western Cape",,-32.5943895,19.0139316,,,TopUp,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","Western Cape",,-33.7995392,18.5289731,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","194 Upper Buitenkant Street",,"Cape Town","Western Cape",,-33.937437,18.418537,+27 21 461 2872,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Voortrekker Road",,"Hopefield","Western Cape",,-33.0629677,18.3518672,+27 22 723 0512,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","130 Gunners Circle",,"Unknown","Western Cape",7460,-33.9283921,18.5375042,+27 21 534 1331,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7405,-33.9127583,18.5045922,+27 21 593 8377,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Cape Town","Western Cape",,-33.9086347,18.6983536,+27 21 201 6819,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Amandel Drive",,"Kuils River","Western Cape",,-33.909139,18.684357,+27 21 906 6663,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Western Cape",,-33.8334281,18.6729176,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Impala Avenue",,"Klein Brak Rivier","Western Cape",6503,-34.08,22.1495,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sunningdale TotalEnergies","Sunningdale TotalEnergies",,"Unknown","Western Cape",,-33.7873606,18.4813295,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Western Cape",7134,-34.0491964,18.7566533,+27 21 857 1060,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","98 Strandfontein Road",,"Cape Town","Western Cape",,-34.0273237,18.5245186,+27 21 704 1226,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Stellenbosch","Western Cape",,-33.9230109,18.8549785,+27 21 887 5806,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Caledon","Western Cape",,-34.2330389,19.4286974,+27 28 212 3468,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Nella se Vulstasie","Geelstert Street",,"Witsand","Western Cape",6666,-34.394934,20.8476482,+27 285371304,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Riversdale","Western Cape",,-34.1115492,21.2549441,+27 860 300 860,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Voortrekker Road",,"De Doorns","Western Cape",,-33.486271,19.661,+27 23 356 2172,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","110 Regent Road",,"Sea Point","Western Cape",8001,-33.9223413,18.3805823,+27 21 439 2801,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total Energie","Total Energie",,"Unknown","Northern Cape",,-31.555658,18.3454183,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.8169539,18.6952968,+27 21 975 8194,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.8970271,18.5554774,+27 21 591 9101,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.8692585,18.7026835,+27 21 981 9471,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0696924,18.5859942,+27 21 393 5292,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Caledon","Western Cape",,-34.231442,19.425355,+27 28 214 3560,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0754055,18.4782804,+27 21 701 5861,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Wilderness","Eastern Cape",,-33.9941853,22.5748846,+27 44 877 0201,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Swellendam","Western Cape",,-34.0232328,20.4400716,+27 28 514 8673,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.960035,18.5107161,+27 21 637 3532,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy Beach Rd Strand","206 Beach Road",,"Cape Town","Western Cape",7140,-34.1018045,18.8157258,+27 21 853 6914,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0482,18.4540705,+27 21 712 0257,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Worcester","Western Cape",,-33.6466758,19.4402381,+27 23 342 1083,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Worcester","Western Cape",,-33.6441048,19.4640137,+27 23 342 2954,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Swellendam","Western Cape",,-34.028302,20.4430833,+27 28 514 1560,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.90452,18.621583,+27 21 949 3922,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.832023,18.647547,+27 21 976 3168,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9896562,18.486561,+27 21 674 3155,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9163856,18.6708625,+27 21 903 5101,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0157756,18.6510586,+27 21 387 0359,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.7306093,18.4420563,+27 21 553 3010,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0372162,18.4649035,+27 21 715 9149,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9127285,18.5449704,+27 21 592 4772,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0001889,18.5054364,+27 21 761 0630,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Westpoint Service Station","114 Main Road",,"Cape Town","Western Cape",8005,-33.9120277,18.3927371,+27 21 433 2330,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.1106031,18.8348774,+27 21 853 2829,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.921356,18.600873,+27 21 931 7722,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Worcester","Western Cape",,-33.6465324,19.4393755,+27 84 986 0295,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.984979,18.5160993,+27 21 691 1973,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Mossel Bay","Western Cape",,-34.1453601,22.1023006,+27 44 695 1833,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy Brooklyn","1 Koeberg Road",,"Cape Town","Western Cape",7405,-33.9147156,18.4817583,+27 21 100 6062,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0594493,18.8228232,+27 21 855 1240,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9429912,18.6043453,+27 21 934 7864,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Worcester","Western Cape",,-33.6425628,19.4485996,+27 23 347 2601,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.8823863,18.6358554,+27 21 919 1013,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"George","Western Cape",,-33.9600145,22.4677188,+27 44 873 5689,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0427523,18.4920947,+27 21 705 2348,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.851612,18.700864,+27 21 988 6898,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9778676,18.5892465,+27 21 385 0060,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9066832,18.5828731,+27 21 286 9053,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.880252,18.5088662,+27 21 551 8662,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"George","Western Cape",,-33.9554646,22.460249,+27 44 874 4734,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Montagu","Western Cape",,-33.786342,20.124413,+27 860 300 860,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9971291,18.7026422,+27 21 909 6449,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Parklands Main Road",,"Cape Town","Western Cape",,-33.807277,18.5145194,+27 21 556 4513,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.1210327,18.8493482,+27 21 853 0779,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.129603,18.8418214,+27 21 853 6614,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0448978,18.3602913,+27 21 790 1840,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.866771,18.534157,+27 21 558 5735,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0032921,18.7289243,+27 21 904 2814,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9774909,18.7064274,+27 21 905 1419,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"George","Western Cape",,-33.9489797,22.408155,+27 44 870 7660,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Caledon","Western Cape",,-34.224917,19.436688,+27 28 214 1164,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9457437,18.5338404,+27 21 695 5481,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9745754,18.6429327,+27 21 954 7011,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-33.9920139,18.5062125,+27 21 761 8671,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Kenilworth","Western Cape",,-33.9940954,18.4694105,+27 21 699 0139,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Cape Town","Western Cape",,-34.0537186,18.4889104,+27 21 705 8040,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Malmesbury","Western Cape",,-33.352757,18.7004945,+27 21 007 1347,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Northern Cape",,-31.8162688,18.235518,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7530,-33.8906657,18.6320924,+27 83 780 8783,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Parow Industrial","Western Cape",7493,-33.9407088,18.6089445,+27 21 934 1145,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7441,-33.7320429,18.4441283,+27 21 553 4241,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7441,-33.8190564,18.496122,+27 21 556 7406,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7560,-33.8550465,18.6916531,+27 21 982 6369,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7441,-33.8679358,18.5176233,+27 21 551 2006,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7493,-33.9418623,18.6289027,+27 21 952 0505,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Kleinmond","Western Cape",7195,-34.3403181,19.0237371,+27 28 271 4459,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7800,-34.0181819,18.5134441,+27 21 703 6738,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Somerset West","Western Cape",7130,-34.0838485,18.8188293,+27 21 852 3828,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"George","Eastern Cape",6529,-33.9916994,22.5202895,+27 44 889 0282,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7925,-33.9364392,18.4679431,+27 21 447 9369,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7405,-33.9196214,18.5045056,+27 21 593 2948,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",8001,-33.9863204,18.6892054,+27 21 909 6098,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Cape Town","Western Cape",7530,-33.9035999,18.6681229,+27 21 945 1320,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"KRAAIFONTEIN","Western Cape",7570,-33.8540931,18.7264862,+27 83 692 5010,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Cape Town","Western Cape",7975,-34.1570739,18.4302712,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Hermanus","Western Cape",7200,-34.4188762,19.224453,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Hazeldene Avenue",,"Cape Town","Western Cape",7785,-34.0505117,18.6161242,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Malmesbury","Western Cape",7300,-33.4656765,18.7193638,+27 83 639 7121,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Morning Star Drive",,"Cape Town","Western Cape",7784,-34.0091,18.635,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","154 Main Road",,"Somerset West","Western Cape",7130,-34.0804378,18.8488168,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Cape Town","Western Cape",7490,-33.9782411,18.5875779,+27 21 386 1844,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Cape Town","Western Cape",7405,-33.9290911,18.5006839,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","58 Church Street",,"Wellington","Western Cape",7655,-33.6388537,19.0105952,+27 21 873 6920,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"St Helena Bay","Western Cape",7390,-32.7445814,18.0080671,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Baden Powell Drive",,"Stellenbosch","Western Cape",7600,-33.9821044,18.7712705,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Cape Town","Western Cape",7530,-33.90071,18.6411369,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","16 Main Road",,"Onrus","Western Cape",7201,-34.4111199,19.1760141,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Beach Road",,"George","Western Cape",6529,-34.0122783,22.4501933,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Sondal Road",,"Cape Town","Western Cape",7550,-33.8583245,18.6525127,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","51 Voortrekker Street",,"Oudtshoorn","Western Cape",6625,-33.5934665,22.2062169,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Cape Town","Western Cape",7785,-34.0427461,18.6195826,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Worcester","Western Cape",6850,-33.6579,19.4516,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Cape Town","Western Cape",7750,-33.9741006,18.5637611,+27 21 699 0858,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Paarl","Western Cape",7624,-33.7638,18.9699,+27 21 863 0923,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","130 Albert Road",,"Cape Town","Western Cape",7925,-33.9269989,18.4496544,+27 21 448 1478,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Petropoort Piketberg","Petropoort Piketberg",,"Piketberg","Western Cape",,-32.9076957,18.7659822,+27 22 913 1092,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
